calculator_id,requested_output,catalog_procedure_id,engine_procedure_id,engine_model_id,engine_calculation_target,procedure_key,available,example_ids,book_chapters,book_example_numbers
TWO-SS-B-006,required_sample_size,TWO-B-006,TWO-024.SAMPLE_SIZE,TWO-024,required_sample_size,ss200-proc-797ddeed11a35e17,true,TWO-EX-B-008,8,8.2
TWO-SS-B-007,required_sample_size,TWO-B-007,TWO-025.SAMPLE_SIZE,TWO-025,required_sample_size,ss200-proc-0bcfe5f5f3935471,true,TWO-EX-B-010,8,8.4
TWO-SS-B-008,required_sample_size,TWO-B-008,TWO-036.SAMPLE_SIZE,TWO-036,required_sample_size,ss200-proc-b756613216e955d6,true,TWO-EX-B-011,12,12.4
TWO-SS-B-009,required_sample_size,TWO-B-009,TWO-037.SAMPLE_SIZE,TWO-037,required_sample_size,ss200-proc-c28f68253e3e5432,true,TWO-EX-B-012,12,12.5
TWO-SS-C-002,required_sample_size,TWO-C-002,TWO-008.SAMPLE_SIZE,TWO-008,required_sample_size,ss200-proc-f4ac1daedd4f59fb,true,,,
TWO-SS-C-003,required_sample_size,TWO-C-003,TWO-009.SAMPLE_SIZE,TWO-009,required_sample_size,ss200-proc-e9bc08343584516d,true,TWO-EX-C-001; TWO-EX-C-002; TWO-EX-C-003; TWO-EX-C-004,5,5.1; 5.2; 5.3; 5.4
TWO-SS-C-004,required_sample_size,TWO-C-004,TWO-010.SAMPLE_SIZE,TWO-010,required_sample_size,ss200-proc-05e12273de535f41,true,TWO-EX-C-005,5,5.5
TWO-SS-C-005,required_sample_size,TWO-C-005,TWO-011.SAMPLE_SIZE,TWO-011,required_sample_size,ss200-proc-51675f911e19599f,true,TWO-EX-C-006,5,5.6
TWO-SS-C-006,required_sample_size,TWO-C-006,TWO-012.SAMPLE_SIZE,TWO-012,required_sample_size,ss200-proc-b5cea4a5dc2f5d03,true,TWO-EX-C-006; TWO-EX-C-007,5,5.6; 5.7
TWO-SS-C-007,required_sample_size,TWO-C-007,TWO-029.SAMPLE_SIZE,TWO-029,required_sample_size,ss200-proc-1ba778402281547a,true,TWO-EX-C-008; TWO-EX-C-009; TWO-EX-C-010; TWO-EX-C-011,8,8.6; 8.7; 8.8; 8.9
TWO-SS-C-008,required_sample_size,TWO-C-008,TWO-030.SAMPLE_SIZE,TWO-030,required_sample_size,ss200-proc-a26eceb857d05966,true,,,
TWO-SS-C-009,required_sample_size,TWO-C-009,TWO-031.SAMPLE_SIZE,TWO-031,required_sample_size,ss200-proc-1434c2c361845233,true,TWO-EX-C-012; TWO-EX-C-013; TWO-EX-C-014,10,10.1; 10.2; 10.3
TWO-SS-C-010,required_sample_size,TWO-C-010,TWO-032.SAMPLE_SIZE,TWO-032,required_sample_size,ss200-proc-5b6a81937826544e,true,TWO-EX-C-015,10,10.4
TWO-SS-C-011,required_sample_size,TWO-C-011,TWO-033.SAMPLE_SIZE,TWO-033,required_sample_size,ss200-proc-cacf634aa0255e47,true,TWO-EX-C-016,10,10.5
TWO-SS-C-012,required_sample_size,TWO-C-012,TWO-034.SAMPLE_SIZE,TWO-034,required_sample_size,ss200-proc-14fa4270ee73550f,true,TWO-EX-C-017; TWO-EX-C-018,12,12.1; 12.2
TWO-SS-C-013,required_sample_size,TWO-C-013,TWO-035.SAMPLE_SIZE,TWO-035,required_sample_size,ss200-proc-9ee8979aba8e5a3b,true,TWO-EX-C-019,12,12.3
TWO-SS-C-014,required_sample_size,TWO-C-014,TWO-041.SAMPLE_SIZE,TWO-041,required_sample_size,ss200-proc-8301257303ac5860,true,TWO-EX-C-020,12,12.9
TWO-SS-C-015,required_sample_size,TWO-C-015,TWO-042.SAMPLE_SIZE,TWO-042,required_sample_size,ss200-proc-1f1aee7d64055751,true,TWO-EX-C-021,12,12.10
TWO-SS-O-001,required_sample_size,TWO-O-001,TWO-004.SAMPLE_SIZE,TWO-004,required_sample_size,ss200-proc-cf0add3a04b15a3c,true,TWO-EX-O-001; TWO-EX-O-002; TWO-EX-O-003; TWO-EX-O-004,4,4.1; 4.2; 4.3; 4.4
TWO-SS-O-002,required_sample_size,TWO-O-002,TWO-005.SAMPLE_SIZE,TWO-005,required_sample_size,ss200-proc-c4fb9b7c87325cf7,true,TWO-EX-O-001; TWO-EX-O-005,4,4.1; 4.5
TWO-SS-O-003,required_sample_size,TWO-O-003,TWO-006.SAMPLE_SIZE,TWO-006,required_sample_size,ss200-proc-8df396b35f995c17,true,,,
TWO-SS-O-004,required_sample_size,TWO-O-004,TWO-007.SAMPLE_SIZE,TWO-007,required_sample_size,ss200-proc-cfde8aaeb7e555d4,true,TWO-EX-O-006,4,4.6
TWO-SS-O-005,required_sample_size,TWO-O-005,TWO-026.SAMPLE_SIZE,TWO-026,required_sample_size,ss200-proc-21afc92a96c95180,true,TWO-EX-O-007,8,8.5
TWO-SS-O-006,required_sample_size,TWO-O-006,TWO-027.SAMPLE_SIZE,TWO-027,required_sample_size,ss200-proc-c8fd73bd3cae5939,true,TWO-EX-O-007,8,8.5
TWO-SS-O-007,required_sample_size,TWO-O-007,TWO-028.SAMPLE_SIZE,TWO-028,required_sample_size,ss200-proc-baf5150add9b5401,true,TWO-EX-O-007,8,8.5
TWO-SS-O-008,required_sample_size,TWO-O-008,TWO-038.SAMPLE_SIZE,TWO-038,required_sample_size,ss200-proc-86b9e0384f8b56b1,true,TWO-EX-O-008,12,12.6
TWO-SS-R-001,required_sample_size,TWO-R-001,TWO-013.SAMPLE_SIZE,TWO-013,required_sample_size,ss200-proc-6f5b5df2162c5793,true,TWO-EX-R-001; TWO-EX-R-002; TWO-EX-R-004,6,6.1; 6.2; 6.7
TWO-SS-R-002,required_sample_size,TWO-R-002,TWO-014.SAMPLE_SIZE,TWO-014,required_sample_size,ss200-proc-eb95f69bd2a65ade,true,TWO-EX-R-003,6,6.3
TWO-SS-R-003,required_sample_size,TWO-R-003,TWO-015.SAMPLE_SIZE,TWO-015,required_sample_size,ss200-proc-da2ff56372c255a1,true,TWO-EX-R-004; TWO-EX-R-005,6,6.7; 6.8
TWO-SS-R-004,required_sample_size,TWO-R-004,TWO-016.SAMPLE_SIZE,TWO-016,required_sample_size,ss200-proc-85853e288e955ca7,true,TWO-EX-R-006,6,6.9
TWO-SS-R-005,required_sample_size,TWO-R-005,TWO-039.SAMPLE_SIZE,TWO-039,required_sample_size,ss200-proc-690d285387f85989,true,TWO-EX-R-007,12,12.7
TWO-SS-S-001,required_sample_size,TWO-S-001,TWO-017.SAMPLE_SIZE,TWO-017,required_sample_size,ss200-proc-1c9c1f0fd01355d6,true,,,
TWO-SS-S-002,required_sample_size,TWO-S-002,TWO-018.SAMPLE_SIZE,TWO-018,required_sample_size,ss200-proc-15dba87f6c935fc2,true,TWO-EX-S-002; TWO-EX-S-003; TWO-EX-S-004,7,7.2; 7.4; 7.5
TWO-SS-S-003,required_sample_size,TWO-S-003,TWO-020.SAMPLE_SIZE,TWO-020,required_sample_size,ss200-proc-89316f1b21615ea9,true,TWO-EX-S-005; TWO-EX-S-006,7,7.6; 7.7
TWO-SS-S-004,required_sample_size,TWO-S-004,TWO-021.SAMPLE_SIZE,TWO-021,required_sample_size,ss200-proc-57c5433d34475ecb,true,TWO-EX-S-005; TWO-EX-S-006,7,7.6; 7.7
TWO-SS-S-005,required_sample_size,TWO-S-005,TWO-022.SAMPLE_SIZE,TWO-022,required_sample_size,ss200-proc-fe7f027c00675029,true,TWO-EX-S-005,7,7.6
TWO-SS-S-006,required_sample_size,TWO-S-006,TWO-040.SAMPLE_SIZE,TWO-040,required_sample_size,ss200-proc-5195e24debe85ee3,true,TWO-EX-S-007,12,12.8
